S,0
T,0.02552795,17.09705
T,0.02005768,17.12232
T,0.01194,17.1452
T,0.003890991,17.1741
T,0.01222229,17.35594
R,4.858215,22.2088
R,2.405067,25.30017
T,0.4029083,26.65186
T,0.00604248,26.67469
T,0.01113129,26.71239
T,0.006156921,26.72351
T,0.01129913,26.74614
T,0.008903503,26.79533
T,0.0111618,26.84563
T,0.004959106,26.85687
T,0.004920959,26.87445
T,0.01130676,26.89579
T,0.01004028,26.91209
T,0.004966736,26.92332
T,0.01146698,26.94634
T,0.0051651,26.9566
T,0.006530762,26.97319
T,0.01498413,26.99698
T,0.00617981,27.03932
T,0.006263733,27.06958
T,0.006256104,27.55455
T,0.01140594,27.57727
T,0.01146698,27.5938
T,0.005104065,27.60647
T,0.2744598,27.89356
T,0.005012512,27.90478
T,0.002449036,27.92073
T,0.006248474,27.93818
T,0.004867554,27.95544
T,0.01052856,27.97713
T,0.01123047,27.99335
T,0.00617981,28.00568
T,0.01017761,28.02766
T,0.01025391,28.04325
T,0.009796143,28.17749
T,0.010849,28.19428
T,0.004760742,28.20512
T,0.01231384,28.22713
T,0.01100922,28.27453
T,0.02867889,28.39392
T,0.00718689,28.40588
T,0.02206421,28.43958
T,0.02727509,28.49424
T,0.005996704,28.50503
T,0.02802277,28.54414
T,0.005836487,28.55464
T,0.01155853,28.5778
T,0.01094055,28.59411
T,0.005584717,28.60526
T,0.01905823,28.63506
T,0.01000977,28.69582
T,0.01117706,28.712
T,0.01123047,28.73293
T,0.008422852,28.74639
T,0.01115417,28.76395
T,0.01111603,28.797
T,0.01691437,28.93761
T,0.3112411,29.26352
T,0.09212494,29.62597
T,0.008033752,29.6478
T,0.01156616,29.66761
T,0.00717926,29.67715
T,0.0118866,29.69608
T,0.003517151,29.70666
T,0.01170349,29.72766
T,0.02336884,29.75912
T,0.01289368,29.77911
T,0.01187134,29.79573
T,0.01187134,29.81348
T,0.01194763,29.85256
T,0.008277893,29.86439
T,0.007087708,29.88329
T,0.00479126,29.89375
T,0.005699158,29.90511
T,0.01221466,29.92864
T,0.01136017,29.94573
T,0.01052094,29.99654
T,0.01287842,30.01411
T,0.01689148,30.05505
T,0.01166534,30.07716
T,0.0129776,30.09487
T,0.005867004,30.10773
T,0.01043701,30.12864
T,0.0107193,30.14536
T,0.005966187,30.1573
T,0.009658813,30.17895
T,0.01080322,30.1945
T,0.04541016,30.24476
T,0.007133484,30.2568
T,0.006011963,30.27364
T,0.01193237,30.29514
T,0.010849,30.31189
T,0.01101685,30.32903
T,0.01098633,30.3449
T,0.006103516,30.35599
T,0.5252914,30.89317
T,0.005851746,30.90487
T,0.01187134,30.92753
T,0.01069641,30.94416
T,0.00479126,30.95489
T,0.01086426,30.97762
T,0.01071167,30.99428
T,0.004776001,31.00504
T,0.01081848,31.02773
T,0.02009583,31.07871
T,0.0351944,31.13368
T,0.267662,31.40714
T,4.209938,36.10977
T,0.0275116,36.43077
T,0.02236938,36.45999
T,0.01045227,36.47612
T,0.01737976,36.50514
T,0.007217407,36.52702
T,0.01190186,36.54497
T,0.005859375,36.55664
T,0.002822876,36.58023
T,0.003967285,36.59253
T,0.0151062,36.6093
T,0.01383972,36.62314
T,0.02676392,36.6541
T,0.01019287,36.67699
T,0.01213074,36.69508
T,0.004776001,36.70609
T,0.0110321,36.72922
T,0.01194763,36.74615
T,0.006088257,36.75826
T,0.02198792,36.78653
T,0.004928589,36.80887
T,0.006225586,36.83282
T,0.001190186,36.86304
T,0.02377319,36.88681
T,0.02684021,36.91365
T,0.006347656,36.92854
T,0.003662109,36.93701
T,0.004806519,36.95633
T,0.03079224,36.99075
T,0.007415771,36.99817
T,0.03231812,37.03049
T,0.007476807,37.04527
T,0.0112915,37.06161
T,0.006286621,37.07291
T,0.01139832,37.09573
T,0.02151489,37.12335
T,0.01132202,37.1459
T,0.0111084,37.16199
T,0.006271362,37.1893
T,0.01132202,37.34584
T,0.00491333,37.35686
T,0.00617981,37.37408
T,0.006164551,37.3902
T,0.0100708,37.41286
T,0.03036499,37.44698
T,0.01019287,37.46353
T,0.01226807,37.79533
T,0.02854919,37.84735
T,0.01243591,37.89624
T,0.00994873,37.94881
T,0.002487183,37.95631
T,0.01106262,37.99524
T,0.02758789,38.04768
T,0.005050659,38.05646
T,0.02336121,38.08963
T,0.00604248,38.12434
T,0.01077271,38.14598
T,0.005950928,38.15669
T,0.02781677,38.20108
T,0.006057739,38.21309
T,0.02749634,38.2466
T,0.01074219,38.26337
T,0.01545715,38.28482
T,0.00592041,38.32333
T,0.01078796,38.36308
T,0.01663208,38.38576
T,0.01669312,38.43475
T,0.01013184,38.49709
T,0.01495361,38.53551
T,0.01165771,38.56453
T,0.02720642,38.59676
T,0.02745056,38.62421
T,0.006134033,38.63527
T,0.03926086,39.0555
T,0.01222229,39.07761
T,0.01223755,39.09467
T,0.02328491,39.22545
T,0.006210327,39.23787
T,0.01229858,39.27986
T,0.003753662,39.28983
T,0.004928589,39.34218
T,0.02340698,39.37552
T,0.01249695,39.39296
T,0.006332397,39.40424
T,0.01121521,39.42891
T,0.009872437,39.44482
T,0.006088257,39.45691
T,0.01116943,39.47905
T,0.006240845,39.49031
T,0.01112366,39.51245
T,0.007278442,39.52473
T,0.00491333,39.54083
T,0.01022339,39.56375
T,0.00617981,39.57487
T,0.007400513,39.70422
T,0.01452637,39.72537
T,0.2039032,40.08894
S,1
T,0.795517,42.02786
R,0.9041138,44.83128
T,0.1028748,45.03609
T,0.01124573,45.05983
T,0.01039124,45.07642
T,0.01165771,45.09338
T,0.006317139,45.10612
T,0.01173401,45.12865
T,0.02601624,45.16127
T,0.007705688,45.17451
T,0.01011658,45.19684
T,0.01000977,45.21237
T,0.01985168,45.2388
T,0.01148987,45.26059
T,0.01280212,45.278
T,0.01152039,45.29523
T,0.005584717,45.30646
T,0.03822327,45.37556
T,0.00579834,45.38834
T,0.005599976,45.4054
T,0.01174927,45.42839
T,0.006378174,45.55531
T,0.01051331,45.59448
T,0.005233765,45.67291
T,0.006530762,45.75685
T,0.005310059,45.77324
T,0.00567627,45.79002
T,0.00567627,45.80626
T,0.005691528,45.82326
T,0.00453186,46.00648
T,0.005432129,46.02289
T,0.0118103,46.0446
T,0.005722046,46.07942
T,0.007858276,46.09285
T,0.005493164,46.10397
T,0.02761841,46.1431
T,0.01138306,46.16019
T,0.01132202,46.17603
T,0.01132202,46.19307
T,0.005691528,46.2045
T,0.005691528,46.2216
T,0.01138306,46.24445
T,0.004501343,46.25468
T,0.01721191,46.28339
T,0.01054382,46.39401
T,0.3356171,46.83617
T,0.01069641,46.85872
T,0.01062012,46.87512
T,0.02305603,46.90283
T,0.01121521,46.92552
T,0.005767822,46.93614
T,0.01145935,46.95839
T,0.01177979,46.97615
T,0.004745483,46.98587
T,0.005905151,47.00288
T,0.01089478,47.02477
T,0.01086426,47.07468
T,0.00604248,47.08574
T,0.004943848,47.10223
T,0.004653931,47.1351
T,0.002487183,47.17429
T,0.01113892,47.19653
T,0.003738403,47.22285
T,0.01121521,47.26161
T,0.00743103,47.27278
T,0.004989624,47.30652
T,0.02458191,47.42561
T,0.005722046,47.46329
T,0.01463318,47.49915
T,0.003692627,47.50996
T,0.02154541,47.54324
T,0.01034546,47.5592
T,0.02696228,47.59198
T,0.005828857,47.60374
T,0.01046753,47.62596
T,0.00592041,47.63669
T,0.01104736,47.66
T,0.007492065,47.77412
T,0.007339478,47.7852
T,0.01113892,47.80656
T,0.01112366,47.84531
T,0.006210327,47.85649
T,0.006240845,47.88786
T,0.01913452,48.133
T,0.01138306,48.29323
T,0.01121521,48.36043
T,0.01629639,48.38144
T,0.004638672,48.40381
T,0.006149292,48.57266
T,0.1145325,48.71461
R,2.406982,51.50516
R,1.187271,54.13589
R,0.9836731,55.51558
R,1.887436,59.46962
T,0.03063965,60.62677
T,0.007720947,60.63831
T,0.005142212,60.65506
T,0.005126953,60.66664
T,0.005142212,60.68335
T,0.01365662,60.70607
T,0.009124756,60.71779
T,0.02935791,60.75896
T,0.005096436,60.7708
T,0.01202393,60.79346
T,0.008010864,60.80664
T,0.01402283,60.82722
T,0.008102417,60.84193
T,0.01164246,60.85873
T,0.01087952,60.87634
T,0.005386353,60.88834
T,0.005355835,60.90422
T,0.02175903,60.93872
T,0.01156616,60.95551
T,0.008041382,60.96762
T,0.006790161,60.98514
T,0.01325989,61.01022
T,0.01060486,61.02734
T,0.01036072,61.0441
T,0.005157471,61.05318
T,0.005859375,62.48215
T,0.01174927,62.50595
T,0.005935669,62.51791
T,0.01043701,62.5403
T,0.01028442,62.55637
T,0.01222229,62.57446
T,0.005828857,62.58479
T,0.006057739,62.60275
T,0.01191711,62.625
T,0.01152039,62.64241
T,0.005752563,62.65399
T,0.01304626,62.67722
T,0.02200317,62.70508
T,0.005691528,62.71646
T,0.0116272,62.74138
T,0.01791382,62.75929
T,0.009521484,62.77417
T,0.005355835,62.78616
T,0.01208496,62.80907
T,0.01786804,62.83371
T,0.01153564,62.85959
T,0.002609253,62.88622
T,0.2008514,63.15096
R,1.327988,66.70813
R,1.859558,70.15804
T,0.005401611,70.78458
T,0.005325317,70.80057
T,0.006607056,70.81784
T,0.01213074,70.85788
T,0.0116272,71.07286
T,0.009872437,71.08273
T,0.01290894,71.09564
T,0.01226807,71.12352
T,0.04707336,71.17453
T,0.005462646,71.1853
T,0.005355835,71.20091
T,0.002761841,71.23468
T,0.01173401,71.25682
T,0.01165771,71.27365
R,4.453186,76.53815
R,1.776932,78.59665
S,2
RUNTIME,80.40123
