S,0
T,0.003479004,170.1936
T,0.0050354,170.209
T,0.005249023,170.2248
T,0.007080078,170.2566
T,0.008972168,170.2972
T,0.001739502,170.3078
T,0.005462646,170.326
T,0.005554199,170.4062
T,0.01086426,170.428
T,0.02127075,170.451
T,0.003479004,170.4598
T,0.005249023,170.4757
T,0.01043701,170.5618
T,0.01434326,170.5761
T,0.01409912,170.5972
T,0.012146,170.6094
T,0.01217651,170.6268
T,0.007141113,170.6427
T,0.01443481,170.6822
T,0.007080078,170.6984
T,0.00567627,170.7146
T,0.009094238,170.7292
T,0.005401611,170.7418
T,0.01086426,170.7617
T,0.009277344,170.7746
T,0.005554199,170.7892
R,3.188843,174.0604
T,1.000366,175.6677
T,0.9077759,176.594
T,1.209839,177.8249
CR,0.9971313,179.083
CR,0.8278809,180.6013
T,0.005157471,181.2349
T,0.005310059,181.2526
T,0.005432129,181.2683
T,0.005249023,181.2856
T,0.003448486,181.3028
T,0.005218506,181.3189
T,0.005157471,181.3345
T,0.006988525,181.3517
T,0.005065918,181.3691
T,0.005218506,181.3865
T,0.003601074,181.4023
T,0.003417969,181.4178
T,0.01226807,181.4406
T,0.007141113,181.4529
T,0.005401611,181.4703
T,0.00680542,181.4858
T,0.005157471,181.5032
T,0.01055908,181.5244
T,0.01223755,181.5421
T,0.005249023,181.5525
T,0.00692749,181.5698
T,0.005310059,181.5856
T,0.00692749,181.603
T,0.008575439,181.6254
T,0.02392578,181.6528
T,0.005279541,181.6701
T,0.005187988,181.6804
T,0.00881958,181.7016
T,0.005157471,181.7188
T,0.003479004,181.7517
T,0.005096436,181.7673
T,0.005157471,181.7845
T,0.006896973,181.8085
T,0.01046753,181.8364
T,0.005157471,181.8486
T,0.005249023,181.8694
T,0.005157471,181.8901
T,0.003479004,181.8988
T,0.005065918,181.9161
T,0.006835938,181.9314
T,0.005157471,181.9519
T,0.005187988,181.969
T,0.01184082,181.9912
T,0.005157471,182.0015
T,0.005065918,182.0184
T,0.005187988,182.0355
T,0.005218506,182.0513
T,0.005584717,182.0692
T,0.01013184,182.0911
T,0.005126953,182.1013
T,0.00692749,182.1133
R,2.047302,184.1317
T,0.9785767,185.4938
T,0.5196228,186.2204
T,0.634613,186.9304
T,0.5576782,187.5248
S,1
T,0.8124084,190.4091
T,0.1625061,190.6024
RUNTIME,202.0195
