S,0
T,0.5444031,59.10713
T,0.6408844,62.56844
T,0.03463745,62.64723
T,0.00239563,62.65799
R,1.138611,63.77129
S,1
T,0.00428772,65.4568
T,0.006225586,65.49957
R,1.337936,65.60115
T,0.9708405,67.61719
T,0.3048553,67.93916
T,0.3398743,68.79427
T,0.3388672,72.8074
T,0.1404266,73.59761
T,0.1696014,75.04381
T,0.04074097,75.11432
T,0.007965088,75.12885
T,0.007965088,75.14597
T,0.006500244,75.16307
T,0.006530762,75.17755
T,0.006546021,75.19846
T,0.01068115,75.21902
T,0.006454468,75.24364
T,0.005249023,75.26318
T,0.01170349,75.28906
T,0.03010559,75.32426
T,0.01228333,75.36272
T,0.005020142,75.38007
T,0.008712769,75.39743
T,0.02227783,75.41971
T,0.003616333,75.45789
T,0.01211548,75.47
T,0.05335999,75.70308
T,0.00604248,75.71396
T,0.004867554,75.742
T,0.008499146,75.76028
T,0.00932312,75.77925
T,0.3071442,76.11136
T,0.160202,76.39699
T,0.04142761,76.52858
T,0.006271362,76.54359
T,0.006195068,76.56091
T,0.006210327,76.58211
T,0.01739502,76.6241
T,0.02581787,76.66843
T,0.001220703,76.6756
T,0.005203247,76.69308
T,0.004974365,76.70915
T,0.006347656,76.72787
T,0.006225586,76.74533
T,0.005020142,76.78023
T,0.005020142,76.79146
T,0.006469727,76.8078
T,0.002471924,76.8251
T,0.004867554,76.84364
T,0.007385254,76.89478
T,0.00743103,76.91345
T,0.02792358,76.94646
T,0.006210327,76.95892
T,0.006332397,76.97652
T,0.02757263,77.0141
T,0.2937469,77.33293
T,0.168396,77.62074
T,0.04045105,77.69472
T,0.002807617,77.82854
T,0.006454468,77.84535
T,0.005142212,77.8622
T,0.005157471,77.96149
T,0.009140015,77.97867
T,0.007736206,78.09373
T,0.00642395,78.11174
T,0.00743103,78.56242
T,0.006408691,78.57916
R,0.9016418,78.59595
T,0.02476501,78.61427
T,0.007629395,78.631
T,0.02171326,78.66899
T,0.01382446,78.68282
T,0.01449585,78.701
T,0.02624512,78.7784
T,0.001464844,78.81258
T,0.005889893,78.82939
T,0.03643799,78.86966
T,0.3600006,79.28278
T,0.2047729,79.49652
T,0.256958,79.96086
T,0.2284393,80.61836
T,0.04452515,80.69476
T,0.005645752,80.7139
T,0.002822876,80.7276
T,0.005615234,80.74588
T,0.005401611,80.75682
T,0.008346558,80.77472
T,0.02384949,80.811
T,0.006973267,80.82925
T,0.007659912,80.84682
T,0.0027771,80.88445
T,0.005554199,80.89557
T,0.01933289,80.91907
T,0.00541687,80.97871
T,0.006576538,80.99489
T,0.02311707,81.06413
T,0.006835938,81.12868
T,0.02674866,81.16249
T,0.01446533,81.26395
T,0.02478027,81.30051
T,0.01971436,81.32951
T,0.02139282,81.36954
T,0.002639771,81.3761
T,0.006607056,81.39449
T,0.02651978,81.43687
T,0.135025,81.5771
T,0.0401001,82.32779
T,0.006774902,82.34422
T,0.005401611,82.36032
T,0.006973267,82.50662
T,0.005630493,82.52217
T,0.004104614,82.54001
T,0.006896973,82.55534
T,0.03392029,82.60756
T,0.00579834,82.62369
T,0.02388,82.69116
T,0.007446289,82.70721
T,0.02198792,82.74077
T,0.004394531,82.89404
T,0.004669189,82.91054
T,0.01800537,82.94646
T,0.002990723,82.96118
T,0.0226593,82.99451
T,0.007476807,83.01096
T,0.01347351,83.0766
T,0.1734314,83.33434
T,0.5429535,83.89449
T,0.0163269,83.9245
T,0.008255005,84.01379
T,0.008239746,84.02618
T,0.005462646,84.0455
T,0.005462646,84.05652
T,0.005615234,84.07478
T,0.01010132,84.1162
T,0.002716064,84.44273
T,0.007003784,84.47757
T,0.005508423,84.49829
T,0.007064819,84.52748
T,0.1363068,84.91086
T,0.3431396,85.79623
T,0.03085327,85.858
T,0.005310059,85.93344
T,0.01573181,85.97128
T,0.002685547,85.97664
T,0.01268005,86.02223
T,0.002731323,86.02631
T,0.00402832,86.04504
T,0.01716614,86.07281
T,0.005401611,86.09439
T,0.009048462,86.1584
T,0.004837036,86.23132
T,0.001617432,86.2747
T,0.003204346,86.29242
T,0.02735901,86.32834
T,0.02311707,86.46727
T,0.005142212,86.48006
T,0.007568359,86.49677
T,0.02197266,86.52527
T,0.005142212,86.54202
T,0.02177429,86.57794
T,0.03553772,86.90033
T,0.008300781,86.96822
T,0.01628113,87.00514
T,0.004257202,87.10854
T,0.03507996,87.16083
T,0.01005554,87.28024
T,0.002975464,87.29225
T,0.02052307,87.32761
T,0.008865356,87.34836
T,0.008926392,87.38269
T,0.007461548,87.42146
T,0.127182,87.56926
T,0.01745605,88.54391
T,0.005950928,88.55751
T,0.007659912,88.57419
T,0.004562378,88.59232
T,0.006027222,88.61053
T,0.008972168,88.6391
T,0.01069641,88.65895
T,0.005889893,88.67703
T,0.006072998,88.69505
T,0.006088257,88.71234
T,0.005859375,88.90651
T,0.4057159,89.73755
T,0.02207947,90.4763
T,0.006072998,90.54024
T,0.006088257,90.57684
T,0.01641846,90.93961
T,0.01213074,90.97319
T,0.003707886,91.24376
T,0.01013184,91.261
T,0.04077148,91.30908
T,0.2399902,93.17104
T,0.3005829,94.12367
T,0.3258057,94.9249
T,0.005722046,94.94212
T,0.02033997,94.97108
T,0.01898193,95.00612
T,0.0100708,95.02338
T,0.01876831,95.06499
T,0.002868652,95.07214
T,0.007400513,95.09233
T,0.007247925,95.11226
T,0.002807617,95.12645
T,0.007095337,95.14214
T,0.00567627,95.16623
T,0.01130676,95.1947
T,0.005752563,95.20892
T,0.002822876,95.24449
T,0.007110596,95.2645
T,0.008666992,95.27892
T,0.005813599,95.29196
T,0.003005981,95.31097
T,0.004272461,95.34109
T,0.008560181,95.37576
T,0.005661011,95.39412
T,0.006637573,95.48123
T,0.02120972,95.54045
T,0.01196289,95.69995
T,0.002746582,95.7067
T,0.01087952,95.73666
T,0.01376343,95.75989
T,0.006790161,95.77611
T,0.0219574,95.80894
T,0.02252197,96.14232
T,0.006607056,96.16606
T,0.02006531,96.24083
T,0.01832581,96.6544
T,0.005722046,96.73941
T,0.008255005,96.78183
T,0.002822876,96.79446
T,0.0218811,96.87656
T,0.002838135,97.02248
CR,0.8535614,97.72379
T,0.2256775,98
T,0.009124756,98.64301
T,0.006469727,98.65475
T,0.006530762,98.67171
T,0.006530762,98.6925
T,0.005172729,98.70712
T,0.003829956,98.7419
T,0.006454468,98.75615
T,0.006515503,98.77437
T,0.006759644,99.10912
T,0.005218506,99.15787
T,0.005187988,99.205
T,0.002624512,99.35924
T,0.006652832,99.3766
T,0.006637573,99.3885
R,0.8140869,99.40149
T,0.02348328,99.4248
T,0.01153564,99.44933
T,0.00390625,99.49068
T,0.007461548,100.1536
T,0.006469727,100.3258
R,0.8610229,100.349
T,0.0269928,100.3722
T,0.2000427,100.6199
T,0.1739197,100.9709
S,2
RUNTIME,101.222
