1,3,23-Task0
Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
14.75657,0,0,0,4.10076E-07,1.94912E-07,3.143369E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,276.43,317.0432,774.5027,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
14.80632,0,0,0,4.150943E-07,1.95796E-07,3.183898E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,276.43,317.0432,774.5027,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
14.85674,0,0,0,4.201127E-07,1.966801E-07,3.224426E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,281.456,322.8077,788.5845,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
14.90622,0,0,0,4.256886E-07,1.976623E-07,3.269457E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,276.43,317.0432,774.5027,0,1,0,0,0,5.575846E-09,9.822054E-10,4.503137E-08,1,1,0,0,0,1
14.95663,0,0,0,4.307069E-07,1.985464E-07,3.309985E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,281.456,322.8077,788.5845,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
15.00641,0,0,0,4.357252E-07,1.994304E-07,3.350514E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,276.43,317.0432,774.5027,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
15.05718,0,0,0,4.413012E-07,2.004126E-07,3.395545E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,261.352,299.7499,732.2571,0,1,0,0,0,5.575846E-09,9.822054E-10,4.503137E-08,1,1,0,0,0,1
15.10674,0,0,0,4.463195E-07,2.012967E-07,3.436073E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,276.43,317.0432,774.5027,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
15.15655,0,0,0,4.513378E-07,2.021807E-07,3.476601E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,261.352,299.7499,732.2571,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
15.20695,0,0,0,4.563561E-07,2.030647E-07,3.51713E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,261.352,299.7499,732.2571,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
