S,0
T,0.0124054,66.47678
T,0.005661011,66.48938
T,0.008483887,66.50887
T,0.01251221,66.5304
T,0.01451111,66.54807
T,0.004776001,66.57253
T,0.02478027,66.59731
T,0.02789307,66.65565
T,0.04321289,66.69887
T,0.01875305,66.71762
T,0.0395813,66.7572
T,0.02981567,66.78702
T,0.01812744,66.82109
T,0.005279541,66.83492
T,0.008865356,66.8712
T,0.01246643,66.88367
T,0.007110596,66.89078
T,0.04272461,66.93553
T,0.04551697,66.99716
T,0.01794434,67.01805
T,0.002960205,67.28986
T,0.008590698,67.30978
T,0.03140259,67.34119
T,0.01257324,67.36502
T,0.005645752,67.37624
T,0.01275635,67.39348
T,0.02310181,67.42238
T,0.001403809,67.44038
T,0.04154968,67.49181
T,0.005737305,67.5118
T,0.01286316,67.53584
T,0.04011536,67.58456
T,0.2911072,67.87662
T,1.045654,69.8327
T,0.366394,70.23413
T,0.01098633,70.32887
T,0.01179504,70.34505
T,0.005935669,70.35689
T,0.007202148,70.38593
T,0.005767822,70.39169
T,0.03160095,70.42616
T,0.03161621,70.45778
T,0.01147461,70.49658
T,0.005752563,70.50719
T,0.01034546,70.52991
T,0.0115509,70.54733
T,0.004257202,70.55724
T,0.01138306,70.57877
T,0.005630493,70.59009
T,0.00592041,70.60727
T,0.0113678,70.63159
T,0.005599976,70.64157
T,0.0112915,70.66406
T,0.01295471,70.68004
T,0.01841736,70.70709
T,0.01292419,70.73575
T,0.01737976,70.75893
T,0.005615234,70.92603
T,0.005447388,70.93703
T,0.009735107,70.9594
T,0.01916504,70.98274
T,0.02230835,71.0106
T,0.01126099,71.0287
T,0.004135132,71.03825
T,0.00553894,71.05515
T,0.01126099,71.07767
T,0.005706787,71.08902
T,0.00553894,71.10574
T,0.01130676,71.12817
T,0.02232361,71.1563
T,0.01069641,71.17781
T,0.009277344,71.18842
T,0.005325317,71.20581
T,0.01087952,71.22751
T,0.0382843,71.26579
T,0.006912231,71.27827
T,0.005523682,71.28958
T,0.005722046,71.30672
T,0.00718689,71.49458
T,0.009857178,71.51706
T,0.00592041,71.52858
T,0.02349854,71.55885
T,0.01098633,71.57945
T,0.01649475,71.59877
T,0.005554199,71.60847
T,0.01106262,71.63319
T,0.00958252,71.65106
T,0.002807617,71.65804
T,0.005432129,71.67586
T,0.01123047,71.69801
T,0.004333496,71.70779
T,0.01107788,71.72997
T,0.01104736,71.74658
T,0.005615234,71.75768
T,0.005691528,71.7746
T,0.01092529,71.80357
T,0.0123291,71.83116
T,0.009735107,71.84665
T,0.007110596,71.86093
T,0.005996704,71.87123
T,0.005767822,71.88853
T,0.01139832,71.91148
T,0.01112366,71.92944
T,0.005493164,71.94055
T,0.008224487,71.96283
T,0.01231384,71.9848
T,0.004104614,71.99167
T,0.005523682,72.01378
T,0.01271057,72.03909
T,0.007003784,72.06171
T,0.01251221,72.07838
T,0.008560181,72.09268
T,0.008804321,72.76227
T,0.01174927,72.77841
T,0.007537842,72.79048
T,0.04055786,72.84319
T,0.0536499,72.89983
T,0.00428772,73.25789
T,0.005691528,73.27513
T,0.01348877,73.2989
T,0.005950928,73.30933
T,0.02403259,73.3394
T,0.03991699,73.38974
T,0.004257202,73.83965
T,0.02458191,73.87842
T,0.005401611,73.88934
T,0.04690552,73.95105
T,0.002700806,73.95784
T,0.01089478,73.97968
T,0.0446167,74.02962
T,0.01074219,74.04572
T,0.00793457,74.0563
T,0.01210022,74.07788
T,0.006759644,74.09004
T,0.02519226,74.12917
T,0.01005554,74.15338
T,0.002853394,74.15765
T,0.01281738,74.17911
T,0.0116272,74.19652
T,0.006088257,74.2083
T,0.0115509,74.23415
T,0.007141113,74.2471
T,0.01724243,74.27153
T,0.005783081,74.28732
T,0.0118103,74.31358
T,0.008789063,74.32813
T,0.02787781,74.36153
T,0.01072693,74.37901
T,0.004302979,74.3941
T,0.009521484,74.41307
T,0.02960205,74.44794
T,0.0350647,74.48973
T,0.01118469,74.51155
T,0.02922058,74.54642
T,0.03652954,74.59007
T,0.01147461,74.6116
T,0.02346802,74.64047
T,0.01109314,74.66412
T,0.02377319,74.69208
T,0.008453369,74.71169
T,0.01280212,74.73141
T,0.005477905,74.74252
T,0.01048279,74.76633
T,0.0266571,74.79851
T,0.009857178,74.81389
T,0.01116943,74.8306
T,0.01118469,74.8504
T,0.003128052,74.86127
T,0.002944946,74.87151
T,0.007232666,74.88753
T,0.01306152,74.9108
T,0.01165771,74.92825
T,0.007217407,74.94125
T,0.01203918,74.96394
T,0.02787781,74.99759
T,0.03457642,75.03763
T,0.01634216,75.06769
T,0.4702911,77.90794
T,0.38797,78.34592
T,0.5356598,78.91788
T,0.3871765,79.40768
T,0.4502716,83.1342
T,0.4693298,83.63956
T,0.3516388,84.21584
T,0.3886719,84.73749
T,0.3507385,85.15051
T,0.9120026,87.09459
T,0.4412384,87.69441
T,0.3430328,88.078
T,0.4848938,89.01701
T,0.5674896,89.68617
S,2
RUNTIME,90.30121
